Network Category,Time Step,Robot ID,X, Y,Degree, SD Est
12-Chain,55,0,-12.5,0,2,2
12-Chain,55,1,-112.5,0,2,2
12-Chain,55,2,-62.5,0,2,2
12-Chain,55,3,-162.5,0,2,2
12-Chain,55,4,-262.5,0,1,1.2
12-Chain,55,5,-212.5,0,2,1.9000001
12-Chain,55,6,12.5,0,2,2
12-Chain,55,7,62.5,0,2,2
12-Chain,55,8,112.5,0,2,2
12-Chain,55,9,162.5,0,2,2
12-Chain,55,10,212.5,0,2,1.9000001
12-Chain,55,11,262.5,0,1,1.2
12-Chain,56,0,-12.5,0,2,2
12-Chain,56,1,-112.5,0,2,2
12-Chain,56,2,-62.5,0,2,2
12-Chain,56,3,-162.5,0,2,2
12-Chain,56,4,-262.5,0,1,1.2
12-Chain,56,5,-212.5,0,2,1.9000001
12-Chain,56,6,12.5,0,2,2
12-Chain,56,7,62.5,0,2,2
12-Chain,56,8,112.5,0,2,2
12-Chain,56,9,162.5,0,2,2
12-Chain,56,10,212.5,0,2,1.9000001
12-Chain,56,11,262.5,0,1,1.2
12-Chain,57,0,-12.5,0,2,2
12-Chain,57,1,-112.5,0,2,2
12-Chain,57,2,-62.5,0,2,2
12-Chain,57,3,-162.5,0,2,2
12-Chain,57,4,-262.5,0,1,1.2
12-Chain,57,5,-212.5,0,2,1.9000001
12-Chain,57,6,12.5,0,2,2
12-Chain,57,7,62.5,0,2,2
12-Chain,57,8,112.5,0,2,2
12-Chain,57,9,162.5,0,2,2
12-Chain,57,10,212.5,0,2,1.9000001
12-Chain,57,11,262.5,0,1,1.2
12-Chain,58,0,-12.5,0,2,2
12-Chain,58,1,-112.5,0,2,2
12-Chain,58,2,-62.5,0,2,2
12-Chain,58,3,-162.5,0,2,2
12-Chain,58,4,-262.5,0,1,1.2
12-Chain,58,5,-212.5,0,2,1.9000001
12-Chain,58,6,12.5,0,2,2
12-Chain,58,7,62.5,0,2,2
12-Chain,58,8,112.5,0,2,2
12-Chain,58,9,162.5,0,2,2
12-Chain,58,10,212.5,0,2,1.9000001
12-Chain,58,11,262.5,0,1,1.2
12-Chain,59,0,-12.5,0,2,2
12-Chain,59,1,-112.5,0,2,2
12-Chain,59,2,-62.5,0,2,2
12-Chain,59,3,-162.5,0,2,2
12-Chain,59,4,-262.5,0,1,1.2
12-Chain,59,5,-212.5,0,2,1.9000001
12-Chain,59,6,12.5,0,2,2
12-Chain,59,7,62.5,0,2,2
12-Chain,59,8,112.5,0,2,2
12-Chain,59,9,162.5,0,2,2
12-Chain,59,10,212.5,0,2,1.9000001
12-Chain,59,11,262.5,0,1,1.2
12-Chain,60,0,-12.5,0,2,2
12-Chain,60,1,-112.5,0,2,2
12-Chain,60,2,-62.5,0,2,2
12-Chain,60,3,-162.5,0,2,2
12-Chain,60,4,-262.5,0,1,1.2
12-Chain,60,5,-212.5,0,2,1.9000001
12-Chain,60,6,12.5,0,2,2
12-Chain,60,7,62.5,0,2,2
12-Chain,60,8,112.5,0,2,2
12-Chain,60,9,162.5,0,2,2
12-Chain,60,10,212.5,0,2,1.9000001
12-Chain,60,11,262.5,0,1,1.2
12-Chain,61,0,-12.5,0,2,2
12-Chain,61,1,-112.5,0,2,2
12-Chain,61,2,-62.5,0,2,2
12-Chain,61,3,-162.5,0,2,2
12-Chain,61,4,-262.5,0,1,1.2
12-Chain,61,5,-212.5,0,2,1.9000001
12-Chain,61,6,12.5,0,2,2
12-Chain,61,7,62.5,0,2,2
12-Chain,61,8,112.5,0,2,2
12-Chain,61,9,162.5,0,2,2
12-Chain,61,10,212.5,0,2,1.9000001
12-Chain,61,11,262.5,0,1,1.2
12-Chain,62,0,-12.5,0,2,2
12-Chain,62,1,-112.5,0,2,2
12-Chain,62,2,-62.5,0,2,2
12-Chain,62,3,-162.5,0,2,2
12-Chain,62,4,-262.5,0,1,1.2
12-Chain,62,5,-212.5,0,2,1.9000001
12-Chain,62,6,12.5,0,2,2
12-Chain,62,7,62.5,0,2,2
12-Chain,62,8,112.5,0,2,2
12-Chain,62,9,162.5,0,2,2
12-Chain,62,10,212.5,0,2,1.9000001
12-Chain,62,11,262.5,0,1,1.2
12-Chain,63,0,-12.5,0,2,2
12-Chain,63,1,-112.5,0,2,2
12-Chain,63,2,-62.5,0,2,2
12-Chain,63,3,-162.5,0,2,2
12-Chain,63,4,-262.5,0,1,1.2
12-Chain,63,5,-212.5,0,2,1.9000001
12-Chain,63,6,12.5,0,2,2
12-Chain,63,7,62.5,0,2,2
12-Chain,63,8,112.5,0,2,2
12-Chain,63,9,162.5,0,2,2
12-Chain,63,10,212.5,0,2,1.9000001
12-Chain,63,11,262.5,0,1,1.2
12-Chain,64,0,-12.5,0,2,2
12-Chain,64,1,-112.5,0,2,2
12-Chain,64,2,-62.5,0,2,2
12-Chain,64,3,-162.5,0,2,2
12-Chain,64,4,-262.5,0,1,1.2
12-Chain,64,5,-212.5,0,2,1.9000001
12-Chain,64,6,12.5,0,2,2
12-Chain,64,7,62.5,0,2,2
12-Chain,64,8,112.5,0,2,2
12-Chain,64,9,162.5,0,2,2
12-Chain,64,10,212.5,0,2,1.9000001
12-Chain,64,11,262.5,0,1,1.2
12-Chain,65,0,-12.5,0,2,2
12-Chain,65,1,-112.5,0,2,2
12-Chain,65,2,-62.5,0,2,2
12-Chain,65,3,-162.5,0,2,2
12-Chain,65,4,-262.5,0,1,1.2
12-Chain,65,5,-212.5,0,2,1.9000001
12-Chain,65,6,12.5,0,2,2
12-Chain,65,7,62.5,0,2,2
12-Chain,65,8,112.5,0,2,2
12-Chain,65,9,162.5,0,2,2
12-Chain,65,10,212.5,0,2,1.9000001
12-Chain,65,11,262.5,0,1,1.2
12-Chain,66,0,-12.5,0,2,2
12-Chain,66,1,-112.5,0,2,2
12-Chain,66,2,-62.5,0,2,2
12-Chain,66,3,-162.5,0,2,2
12-Chain,66,4,-262.5,0,1,1.2
12-Chain,66,5,-212.5,0,2,1.9000001
12-Chain,66,6,12.5,0,2,2
12-Chain,66,7,62.5,0,2,2
12-Chain,66,8,112.5,0,2,2
12-Chain,66,9,162.5,0,2,2
12-Chain,66,10,212.5,0,2,1.9000001
12-Chain,66,11,262.5,0,1,1.2
12-Chain,67,0,-12.5,0,2,2
12-Chain,67,1,-112.5,0,2,2
12-Chain,67,2,-62.5,0,2,2
12-Chain,67,3,-162.5,0,2,2
12-Chain,67,4,-262.5,0,1,1.2
12-Chain,67,5,-212.5,0,2,1.9000001
12-Chain,67,6,12.5,0,2,2
12-Chain,67,7,62.5,0,2,2
12-Chain,67,8,112.5,0,2,2
12-Chain,67,9,162.5,0,2,2
12-Chain,67,10,212.5,0,2,1.9000001
12-Chain,67,11,262.5,0,1,1.2
12-Chain,68,0,-12.5,0,2,2
12-Chain,68,1,-112.5,0,2,2
12-Chain,68,2,-62.5,0,2,2
12-Chain,68,3,-162.5,0,2,2
12-Chain,68,4,-262.5,0,1,1.2
12-Chain,68,5,-212.5,0,2,1.9000001
12-Chain,68,6,12.5,0,2,2
12-Chain,68,7,62.5,0,2,2
12-Chain,68,8,112.5,0,2,2
12-Chain,68,9,162.5,0,2,2
12-Chain,68,10,212.5,0,2,1.9000001
12-Chain,68,11,262.5,0,1,1.2
12-Chain,69,0,-12.5,0,2,2
12-Chain,69,1,-112.5,0,2,2
12-Chain,69,2,-62.5,0,2,2
12-Chain,69,3,-162.5,0,2,2
12-Chain,69,4,-262.5,0,1,1.2
12-Chain,69,5,-212.5,0,2,1.9000001
12-Chain,69,6,12.5,0,2,2
12-Chain,69,7,62.5,0,2,2
12-Chain,69,8,112.5,0,2,2
12-Chain,69,9,162.5,0,2,2
12-Chain,69,10,212.5,0,2,1.9000001
12-Chain,69,11,262.5,0,1,1.2
12-Chain,70,0,-12.5,0,2,2
12-Chain,70,1,-112.5,0,2,2
12-Chain,70,2,-62.5,0,2,2
12-Chain,70,3,-162.5,0,2,2
12-Chain,70,4,-262.5,0,1,1.2
12-Chain,70,5,-212.5,0,2,1.9000001
12-Chain,70,6,12.5,0,2,2
12-Chain,70,7,62.5,0,2,2
12-Chain,70,8,112.5,0,2,2
12-Chain,70,9,162.5,0,2,2
12-Chain,70,10,212.5,0,2,1.9000001
12-Chain,70,11,262.5,0,1,1.2
12-Chain,71,0,-12.5,0,2,2
12-Chain,71,1,-112.5,0,2,2
12-Chain,71,2,-62.5,0,2,2
12-Chain,71,3,-162.5,0,2,2
12-Chain,71,4,-262.5,0,1,1.2
12-Chain,71,5,-212.5,0,2,1.9000001
12-Chain,71,6,12.5,0,2,2
12-Chain,71,7,62.5,0,2,2
12-Chain,71,8,112.5,0,2,2
12-Chain,71,9,162.5,0,2,2
12-Chain,71,10,212.5,0,2,1.9000001
12-Chain,71,11,262.5,0,1,1.2
12-Chain,72,0,-12.5,0,2,2
12-Chain,72,1,-112.5,0,2,2
12-Chain,72,2,-62.5,0,2,2
12-Chain,72,3,-162.5,0,2,2
12-Chain,72,4,-262.5,0,1,1.2
12-Chain,72,5,-212.5,0,2,1.9000001
12-Chain,72,6,12.5,0,2,2
12-Chain,72,7,62.5,0,2,2
12-Chain,72,8,112.5,0,2,2
12-Chain,72,9,162.5,0,2,2
12-Chain,72,10,212.5,0,2,1.9000001
12-Chain,72,11,262.5,0,1,1.2
12-Chain,73,0,-12.5,0,2,2
12-Chain,73,1,-112.5,0,2,2
12-Chain,73,2,-62.5,0,2,2
12-Chain,73,3,-162.5,0,2,2
12-Chain,73,4,-262.5,0,1,1.2
12-Chain,73,5,-212.5,0,2,1.9000001
12-Chain,73,6,12.5,0,2,2
12-Chain,73,7,62.5,0,2,2
12-Chain,73,8,112.5,0,2,2
12-Chain,73,9,162.5,0,2,2
12-Chain,73,10,212.5,0,2,1.9000001
12-Chain,73,11,262.5,0,1,1.2
12-Chain,74,0,-12.5,0,2,2
12-Chain,74,1,-112.5,0,2,2
12-Chain,74,2,-62.5,0,2,2
12-Chain,74,3,-162.5,0,2,2
12-Chain,74,4,-262.5,0,1,1.2
12-Chain,74,5,-212.5,0,2,1.9000001
12-Chain,74,6,12.5,0,2,2
12-Chain,74,7,62.5,0,2,2
12-Chain,74,8,112.5,0,2,2
12-Chain,74,9,162.5,0,2,2
12-Chain,74,10,212.5,0,2,1.9000001
12-Chain,74,11,262.5,0,1,1.2
12-Chain,75,0,-12.5,0,2,2
12-Chain,75,1,-112.5,0,2,2
12-Chain,75,2,-62.5,0,2,2
12-Chain,75,3,-162.5,0,2,2
12-Chain,75,4,-262.5,0,1,1.2
12-Chain,75,5,-212.5,0,2,1.9000001
12-Chain,75,6,12.5,0,2,2
12-Chain,75,7,62.5,0,2,2
12-Chain,75,8,112.5,0,2,2
12-Chain,75,9,162.5,0,2,2
12-Chain,75,10,212.5,0,2,1.9000001
12-Chain,75,11,262.5,0,1,1.2
12-Chain,76,0,-12.5,0,2,2
12-Chain,76,1,-112.5,0,2,2
12-Chain,76,2,-62.5,0,2,2
12-Chain,76,3,-162.5,0,2,2
12-Chain,76,4,-262.5,0,1,1.2
12-Chain,76,5,-212.5,0,2,1.9000001
12-Chain,76,6,12.5,0,2,2
12-Chain,76,7,62.5,0,2,2
12-Chain,76,8,112.5,0,2,2
12-Chain,76,9,162.5,0,2,2
12-Chain,76,10,212.5,0,2,1.9000001
12-Chain,76,11,262.5,0,1,1.2
12-Chain,77,0,-12.5,0,2,2
12-Chain,77,1,-112.5,0,2,2
12-Chain,77,2,-62.5,0,2,2
12-Chain,77,3,-162.5,0,2,2
12-Chain,77,4,-262.5,0,1,1.2
12-Chain,77,5,-212.5,0,2,1.9000001
12-Chain,77,6,12.5,0,2,2
12-Chain,77,7,62.5,0,2,2
12-Chain,77,8,112.5,0,2,2
12-Chain,77,9,162.5,0,2,2
12-Chain,77,10,212.5,0,2,1.9000001
12-Chain,77,11,262.5,0,1,1.2
12-Chain,78,0,-12.5,0,2,2
12-Chain,78,1,-112.5,0,2,2
12-Chain,78,2,-62.5,0,2,2
12-Chain,78,3,-162.5,0,2,2
12-Chain,78,4,-262.5,0,1,1.2
12-Chain,78,5,-212.5,0,2,1.9000001
12-Chain,78,6,12.5,0,2,2
12-Chain,78,7,62.5,0,2,2
12-Chain,78,8,112.5,0,2,2
12-Chain,78,9,162.5,0,2,2
12-Chain,78,10,212.5,0,2,1.9000001
12-Chain,78,11,262.5,0,1,1.2
12-Chain,79,0,-12.5,0,2,2
12-Chain,79,1,-112.5,0,2,2
12-Chain,79,2,-62.5,0,2,2
12-Chain,79,3,-162.5,0,2,2
12-Chain,79,4,-262.5,0,1,1.2
12-Chain,79,5,-212.5,0,2,1.9000001
12-Chain,79,6,12.5,0,2,2
12-Chain,79,7,62.5,0,2,2
12-Chain,79,8,112.5,0,2,2
12-Chain,79,9,162.5,0,2,2
12-Chain,79,10,212.5,0,2,1.9000001
12-Chain,79,11,262.5,0,1,1.2
12-Chain,80,0,-12.5,0,2,2
12-Chain,80,1,-112.5,0,2,2
12-Chain,80,2,-62.5,0,2,2
12-Chain,80,3,-162.5,0,2,2
12-Chain,80,4,-262.5,0,1,1.2
12-Chain,80,5,-212.5,0,2,1.9000001
12-Chain,80,6,12.5,0,2,2
12-Chain,80,7,62.5,0,2,2
12-Chain,80,8,112.5,0,2,2
12-Chain,80,9,162.5,0,2,2
12-Chain,80,10,212.5,0,2,1.9000001
12-Chain,80,11,262.5,0,1,1.2
12-Chain,81,0,-12.5,0,2,2
12-Chain,81,1,-112.5,0,2,2
12-Chain,81,2,-62.5,0,2,2
12-Chain,81,3,-162.5,0,2,2
12-Chain,81,4,-262.5,0,1,1.2
12-Chain,81,5,-212.5,0,2,1.9000001
12-Chain,81,6,12.5,0,2,2
12-Chain,81,7,62.5,0,2,2
12-Chain,81,8,112.5,0,2,2
12-Chain,81,9,162.5,0,2,2
12-Chain,81,10,212.5,0,2,1.9000001
12-Chain,81,11,262.5,0,1,1.2
12-Chain,82,0,-12.5,0,2,2
12-Chain,82,1,-112.5,0,2,2
12-Chain,82,2,-62.5,0,2,2
12-Chain,82,3,-162.5,0,2,2
12-Chain,82,4,-262.5,0,1,1.2
12-Chain,82,5,-212.5,0,2,1.9000001
12-Chain,82,6,12.5,0,2,2
12-Chain,82,7,62.5,0,2,2
12-Chain,82,8,112.5,0,2,2
12-Chain,82,9,162.5,0,2,2
12-Chain,82,10,212.5,0,2,1.9000001
12-Chain,82,11,262.5,0,1,1.2
12-Chain,83,0,-12.5,0,2,2
12-Chain,83,1,-112.5,0,2,2
12-Chain,83,2,-62.5,0,2,2
12-Chain,83,3,-162.5,0,2,2
12-Chain,83,4,-262.5,0,1,1.2
12-Chain,83,5,-212.5,0,2,1.9000001
12-Chain,83,6,12.5,0,2,2
12-Chain,83,7,62.5,0,2,2
12-Chain,83,8,112.5,0,2,2
12-Chain,83,9,162.5,0,2,2
12-Chain,83,10,212.5,0,2,1.9000001
12-Chain,83,11,262.5,0,1,1.2
12-Chain,84,0,-12.5,0,2,2
12-Chain,84,1,-112.5,0,2,2
12-Chain,84,2,-62.5,0,2,2
12-Chain,84,3,-162.5,0,2,2
12-Chain,84,4,-262.5,0,1,1.2
12-Chain,84,5,-212.5,0,2,1.9000001
12-Chain,84,6,12.5,0,2,2
12-Chain,84,7,62.5,0,2,2
12-Chain,84,8,112.5,0,2,2
12-Chain,84,9,162.5,0,2,2
12-Chain,84,10,212.5,0,2,1.9000001
12-Chain,84,11,262.5,0,1,1.2
12-Chain,85,0,-12.5,0,2,2
12-Chain,85,1,-112.5,0,2,2
12-Chain,85,2,-62.5,0,2,2
12-Chain,85,3,-162.5,0,2,2
12-Chain,85,4,-262.5,0,1,1.2
12-Chain,85,5,-212.5,0,2,1.9000001
12-Chain,85,6,12.5,0,2,2
12-Chain,85,7,62.5,0,2,2
12-Chain,85,8,112.5,0,2,2
12-Chain,85,9,162.5,0,2,2
12-Chain,85,10,212.5,0,2,1.9000001
12-Chain,85,11,262.5,0,1,1.2
12-Chain,86,0,-12.5,0,2,2
12-Chain,86,1,-112.5,0,2,2
12-Chain,86,2,-62.5,0,2,2
12-Chain,86,3,-162.5,0,2,2
12-Chain,86,4,-262.5,0,1,1.2
12-Chain,86,5,-212.5,0,2,1.9000001
12-Chain,86,6,12.5,0,2,2
12-Chain,86,7,62.5,0,2,2
12-Chain,86,8,112.5,0,2,2
12-Chain,86,9,162.5,0,2,2
12-Chain,86,10,212.5,0,2,1.9000001
12-Chain,86,11,262.5,0,1,1.2
12-Chain,87,0,-12.5,0,2,2
12-Chain,87,1,-112.5,0,2,2
12-Chain,87,2,-62.5,0,2,2
12-Chain,87,3,-162.5,0,2,2
12-Chain,87,4,-262.5,0,1,1.2
12-Chain,87,5,-212.5,0,2,1.9000001
12-Chain,87,6,12.5,0,2,2
12-Chain,87,7,62.5,0,2,2
12-Chain,87,8,112.5,0,2,2
12-Chain,87,9,162.5,0,2,2
12-Chain,87,10,212.5,0,2,1.9000001
12-Chain,87,11,262.5,0,1,1.2
12-Chain,88,0,-12.5,0,2,2
12-Chain,88,1,-112.5,0,2,2
12-Chain,88,2,-62.5,0,2,2
12-Chain,88,3,-162.5,0,2,2
12-Chain,88,4,-262.5,0,1,1.2
12-Chain,88,5,-212.5,0,2,1.9000001
12-Chain,88,6,12.5,0,2,2
12-Chain,88,7,62.5,0,2,2
12-Chain,88,8,112.5,0,2,2
12-Chain,88,9,162.5,0,2,2
12-Chain,88,10,212.5,0,2,1.9000001
12-Chain,88,11,262.5,0,1,1.2
12-Chain,89,0,-12.5,0,2,2
12-Chain,89,1,-112.5,0,2,2
12-Chain,89,2,-62.5,0,2,2
12-Chain,89,3,-162.5,0,2,2
12-Chain,89,4,-262.5,0,1,1.2
12-Chain,89,5,-212.5,0,2,1.9000001
12-Chain,89,6,12.5,0,2,2
12-Chain,89,7,62.5,0,2,2
12-Chain,89,8,112.5,0,2,2
12-Chain,89,9,162.5,0,2,2
12-Chain,89,10,212.5,0,2,1.9000001
12-Chain,89,11,262.5,0,1,1.2
12-Chain,90,0,-12.5,0,2,2
12-Chain,90,1,-112.5,0,2,2
12-Chain,90,2,-62.5,0,2,2
12-Chain,90,3,-162.5,0,2,2
12-Chain,90,4,-262.5,0,1,1.2
12-Chain,90,5,-212.5,0,2,1.9000001
12-Chain,90,6,12.5,0,2,2
12-Chain,90,7,62.5,0,2,2
12-Chain,90,8,112.5,0,2,2
12-Chain,90,9,162.5,0,2,2
12-Chain,90,10,212.5,0,2,1.9000001
12-Chain,90,11,262.5,0,1,1.2
12-Chain,91,0,-12.5,0,2,2
12-Chain,91,1,-112.5,0,2,2
12-Chain,91,2,-62.5,0,2,2
12-Chain,91,3,-162.5,0,2,2
12-Chain,91,4,-262.5,0,1,1.2
12-Chain,91,5,-212.5,0,2,1.9000001
12-Chain,91,6,12.5,0,2,2
12-Chain,91,7,62.5,0,2,2
12-Chain,91,8,112.5,0,2,2
12-Chain,91,9,162.5,0,2,2
12-Chain,91,10,212.5,0,2,1.9000001
12-Chain,91,11,262.5,0,1,1.2
12-Chain,92,0,-12.5,0,2,2
12-Chain,92,1,-112.5,0,2,2
12-Chain,92,2,-62.5,0,2,2
12-Chain,92,3,-162.5,0,2,2
12-Chain,92,4,-262.5,0,1,1.2
12-Chain,92,5,-212.5,0,2,1.9000001
12-Chain,92,6,12.5,0,2,2
12-Chain,92,7,62.5,0,2,2
12-Chain,92,8,112.5,0,2,2
12-Chain,92,9,162.5,0,2,2
12-Chain,92,10,212.5,0,2,1.9000001
12-Chain,92,11,262.5,0,1,1.2
12-Chain,93,0,-12.5,0,2,2
12-Chain,93,1,-112.5,0,2,2
12-Chain,93,2,-62.5,0,2,2
12-Chain,93,3,-162.5,0,2,2
12-Chain,93,4,-262.5,0,1,1.2
12-Chain,93,5,-212.5,0,2,1.9000001
12-Chain,93,6,12.5,0,2,2
12-Chain,93,7,62.5,0,2,2
12-Chain,93,8,112.5,0,2,2
12-Chain,93,9,162.5,0,2,2
12-Chain,93,10,212.5,0,2,1.9000001
12-Chain,93,11,262.5,0,1,1.2
12-Chain,94,0,-12.5,0,2,2
12-Chain,94,1,-112.5,0,2,2
12-Chain,94,2,-62.5,0,2,2
12-Chain,94,3,-162.5,0,2,2
12-Chain,94,4,-262.5,0,1,1.2
12-Chain,94,5,-212.5,0,2,1.9000001
12-Chain,94,6,12.5,0,2,2
12-Chain,94,7,62.5,0,2,2
12-Chain,94,8,112.5,0,2,2
12-Chain,94,9,162.5,0,2,2
12-Chain,94,10,212.5,0,2,1.9000001
12-Chain,94,11,262.5,0,1,1.2
12-Chain,95,0,-12.5,0,2,2
12-Chain,95,1,-112.5,0,2,2
12-Chain,95,2,-62.5,0,2,2
12-Chain,95,3,-162.5,0,2,2
12-Chain,95,4,-262.5,0,1,1.2
12-Chain,95,5,-212.5,0,2,1.9000001
12-Chain,95,6,12.5,0,2,2
12-Chain,95,7,62.5,0,2,2
12-Chain,95,8,112.5,0,2,2
12-Chain,95,9,162.5,0,2,2
12-Chain,95,10,212.5,0,2,1.9000001
12-Chain,95,11,262.5,0,1,1.2
12-Chain,96,0,-12.5,0,2,2
12-Chain,96,1,-112.5,0,2,2
12-Chain,96,2,-62.5,0,2,2
12-Chain,96,3,-162.5,0,2,2
12-Chain,96,4,-262.5,0,1,1.2
12-Chain,96,5,-212.5,0,2,1.9000001
12-Chain,96,6,12.5,0,2,2
12-Chain,96,7,62.5,0,2,2
12-Chain,96,8,112.5,0,2,2
12-Chain,96,9,162.5,0,2,2
12-Chain,96,10,212.5,0,2,1.9000001
12-Chain,96,11,262.5,0,1,1.2
12-Chain,97,0,-12.5,0,2,2
12-Chain,97,1,-112.5,0,2,2
12-Chain,97,2,-62.5,0,2,2
12-Chain,97,3,-162.5,0,2,2
12-Chain,97,4,-262.5,0,1,1.2
12-Chain,97,5,-212.5,0,2,1.9000001
12-Chain,97,6,12.5,0,2,2
12-Chain,97,7,62.5,0,2,2
12-Chain,97,8,112.5,0,2,2
12-Chain,97,9,162.5,0,2,2
12-Chain,97,10,212.5,0,2,1.9000001
12-Chain,97,11,262.5,0,1,1.2
12-Chain,98,0,-12.5,0,2,2
12-Chain,98,1,-112.5,0,2,2
12-Chain,98,2,-62.5,0,2,2
12-Chain,98,3,-162.5,0,2,2
12-Chain,98,4,-262.5,0,1,1.2
12-Chain,98,5,-212.5,0,2,1.9000001
12-Chain,98,6,12.5,0,2,2
12-Chain,98,7,62.5,0,2,2
12-Chain,98,8,112.5,0,2,2
12-Chain,98,9,162.5,0,2,2
12-Chain,98,10,212.5,0,2,1.9000001
12-Chain,98,11,262.5,0,1,1.2
12-Chain,99,0,-12.5,0,2,2
12-Chain,99,1,-112.5,0,2,2
12-Chain,99,2,-62.5,0,2,2
12-Chain,99,3,-162.5,0,2,2
12-Chain,99,4,-262.5,0,1,1.2
12-Chain,99,5,-212.5,0,2,1.9000001
12-Chain,99,6,12.5,0,2,2
12-Chain,99,7,62.5,0,2,2
12-Chain,99,8,112.5,0,2,2
12-Chain,99,9,162.5,0,2,2
12-Chain,99,10,212.5,0,2,1.9000001
12-Chain,99,11,262.5,0,1,1.2
12-Chain,100,0,-12.5,0,2,2
12-Chain,100,1,-112.5,0,2,2
12-Chain,100,2,-62.5,0,2,2
12-Chain,100,3,-162.5,0,2,2
12-Chain,100,4,-262.5,0,1,1.2
12-Chain,100,5,-212.5,0,2,1.9000001
12-Chain,100,6,12.5,0,2,2
12-Chain,100,7,62.5,0,2,2
12-Chain,100,8,112.5,0,2,2
12-Chain,100,9,162.5,0,2,2
12-Chain,100,10,212.5,0,2,1.9000001
12-Chain,100,11,262.5,0,1,1.2
12-Chain,101,0,-12.5,0,2,2
12-Chain,101,1,-112.5,0,2,2
12-Chain,101,2,-62.5,0,2,2
12-Chain,101,3,-162.5,0,2,2
12-Chain,101,4,-262.5,0,1,1.2
12-Chain,101,5,-212.5,0,2,1.9000001
12-Chain,101,6,12.5,0,2,2
12-Chain,101,7,62.5,0,2,2
12-Chain,101,8,112.5,0,2,2
12-Chain,101,9,162.5,0,2,2
12-Chain,101,10,212.5,0,2,1.9000001
12-Chain,101,11,262.5,0,1,1.2
12-Chain,102,0,-12.5,0,2,2
12-Chain,102,1,-112.5,0,2,2
12-Chain,102,2,-62.5,0,2,2
12-Chain,102,3,-162.5,0,2,2
12-Chain,102,4,-262.5,0,1,1.2
12-Chain,102,5,-212.5,0,2,1.9000001
12-Chain,102,6,12.5,0,2,2
12-Chain,102,7,62.5,0,2,2
12-Chain,102,8,112.5,0,2,2
12-Chain,102,9,162.5,0,2,2
12-Chain,102,10,212.5,0,2,1.9000001
12-Chain,102,11,262.5,0,1,1.2
12-Chain,103,0,-12.5,0,2,2
12-Chain,103,1,-112.5,0,2,2
12-Chain,103,2,-62.5,0,2,2
12-Chain,103,3,-162.5,0,2,2
12-Chain,103,4,-262.5,0,1,1.2
12-Chain,103,5,-212.5,0,2,1.9000001
12-Chain,103,6,12.5,0,2,2
12-Chain,103,7,62.5,0,2,2
12-Chain,103,8,112.5,0,2,2
12-Chain,103,9,162.5,0,2,2
12-Chain,103,10,212.5,0,2,1.9000001
12-Chain,103,11,262.5,0,1,1.2
12-Chain,104,0,-12.5,0,2,2
12-Chain,104,1,-112.5,0,2,2
12-Chain,104,2,-62.5,0,2,2
12-Chain,104,3,-162.5,0,2,2
12-Chain,104,4,-262.5,0,1,1.2
12-Chain,104,5,-212.5,0,2,1.9000001
12-Chain,104,6,12.5,0,2,2
12-Chain,104,7,62.5,0,2,2
12-Chain,104,8,112.5,0,2,2
12-Chain,104,9,162.5,0,2,2
12-Chain,104,10,212.5,0,2,1.9000001
12-Chain,104,11,262.5,0,1,1.2
12-Chain,105,0,-12.5,0,2,2
12-Chain,105,1,-112.5,0,2,2
12-Chain,105,2,-62.5,0,2,2
12-Chain,105,3,-162.5,0,2,2
12-Chain,105,4,-262.5,0,1,1.2
12-Chain,105,5,-212.5,0,2,1.9000001
12-Chain,105,6,12.5,0,2,2
12-Chain,105,7,62.5,0,2,2
12-Chain,105,8,112.5,0,2,2
12-Chain,105,9,162.5,0,2,2
12-Chain,105,10,212.5,0,2,1.9000001
12-Chain,105,11,262.5,0,1,1.2
12-Chain,106,0,-12.5,0,2,2
12-Chain,106,1,-112.5,0,2,2
12-Chain,106,2,-62.5,0,2,2
12-Chain,106,3,-162.5,0,2,2
12-Chain,106,4,-262.5,0,1,1.2
12-Chain,106,5,-212.5,0,2,1.9000001
12-Chain,106,6,12.5,0,2,2
12-Chain,106,7,62.5,0,2,2
12-Chain,106,8,112.5,0,2,2
12-Chain,106,9,162.5,0,2,2
12-Chain,106,10,212.5,0,2,1.9000001
12-Chain,106,11,262.5,0,1,1.2
12-Chain,107,0,-12.5,0,2,2
12-Chain,107,1,-112.5,0,2,2
12-Chain,107,2,-62.5,0,2,2
12-Chain,107,3,-162.5,0,2,2
12-Chain,107,4,-262.5,0,1,1.2
12-Chain,107,5,-212.5,0,2,1.9000001
12-Chain,107,6,12.5,0,2,2
12-Chain,107,7,62.5,0,2,2
12-Chain,107,8,112.5,0,2,2
12-Chain,107,9,162.5,0,2,2
12-Chain,107,10,212.5,0,2,1.9000001
12-Chain,107,11,262.5,0,1,1.2
12-Chain,108,0,-12.5,0,2,2
12-Chain,108,1,-112.5,0,2,2
12-Chain,108,2,-62.5,0,2,2
12-Chain,108,3,-162.5,0,2,2
12-Chain,108,4,-262.5,0,1,1.2
12-Chain,108,5,-212.5,0,2,1.9000001
12-Chain,108,6,12.5,0,2,2
12-Chain,108,7,62.5,0,2,2
12-Chain,108,8,112.5,0,2,2
12-Chain,108,9,162.5,0,2,2
12-Chain,108,10,212.5,0,2,1.9000001
12-Chain,108,11,262.5,0,1,1.2
12-Chain,109,0,-12.5,0,2,2
